id,Name,Team,Position,Birth Date,School,Photo URL,Draft Info,Active Years
10139,엄정욱 (Jung-wook Um),SK,P,우투우타,수유초-중앙중-중앙고,,00 쌍방울 2차 2라운드 9순위,2000년 ~ 2015년
10140,여건욱 (Geon-Wook Yeo),LG,P,우투우타,광주서림초-광주동성중-광주제일고-고려대,,09 SK 2차 5라운드 40순위,2009년 ~ 2020년
10141,오민철 (Min-Cheol Oh),SK,P,우투우타,양목초-신월중-선린고-한양대,,08 SK 육성선수,2000년 ~ 2016년
10142,윤길현 (Gil-Hyun Yoon),롯데,P,우투우타,본리초-대구중-대구고,,02 SK 2차 1라운드 2순위,2002년 ~ 2019년
10143,윤석주 (Seok-ju Yoon),SK,P,우투우타,언북초-언북중-야탑고,,09 SK 2차 3라운드 24순위,2009년 ~ 2016년
10144,윤성길 (Seong-Gil Yoon),SK,P,우투우타,전남-여수중-효천고-성균관대,,03 LG 2차 7라운드 51순위,2000년 ~ 2016년
10145,윤희상 (Hee-Sang Yoon),SK,P,우투우타,구리초-구리-구리인창중-선린고,,04 SK 2차 1라운드 3순위,2004년 ~ 2020년
10146,이상백 (Sang-Baek Lee),SK,P,우투우타,사파초-신월중-마산고-경성대,,10 SK 6라운드 41순위,2010년 ~ 2016년
10147,이승호 (Seung-Ho Lee),SK,P,좌투좌타,군산남초-군산남중-군산상고,,00 쌍방울 1차,2000년 ~ 2016년
10148,이승호 (Seung-Ho Lee),SK,P,좌투좌타,강남초-강남중-선린고-단국대,,99 LG 2차 1라운드 7순위,1999년 ~ 2014년
10149,이장환 (Jang-Hwan Lee),SK,P,우투우타,서울-대치중-배재고-제주,,03 SK 2차 7라운드 50순위,2000년 ~ 2016년
10150,이한진 (Han-Jin Lee),SK,P,우언우타,서림초-대헌중-인천고-건국대,,02 SK 2차 10라운드 75순위,2006년 ~ 2015년
10151,임성헌 (Seong-Heon Lim),SK,P,우투우타,서울-청량중-덕수정보고-건국대,,08 SK 육성선수,2008년 ~ 2011년
10152,전병두 (Byung-Doo Jeon),SK,P,좌투좌타,중앙초-부산중-부산고-세한대,,03 두산 2차 1라운드 8순위,2003년 ~ 2016년
10153,전준호 (Jun-Ho Jeon),SK,P,우투우타,서흥초-동산중-동산고,,94 태평양 고졸연고 지명 1,1994년 ~ 2011년
10154,정대현 (Dae-Hyun Jung),롯데,P,우언우타,동부-군산신풍초-군산중-군산상고-경희대,,97 쌍방울 고졸우선 지명 3,2001년 ~ 2017년
10155,정병희 (Byeong-Heui Jeong),SK,P,우투우타,역삼초-휘문중-휘문고,,02 한화 2차 2라운드 12순위,2002년 ~ 2010년
10156,정우람 (Woo-Ram Jung),한화,P,좌투좌타,하단초-대동중-부경고,https://statiz.sporki.com/data/baseball/player/2023/10156.png,04 SK 2차 2라운드 11순위,2004년 ~ 2024년
10157,제춘모 (Chun-Mo Je),SK,P,우투우타,광주동성중-광주동성고,,02 SK 2차 1라운드 1순위,2002년 ~ 2014년
10158,조웅천 (Woong-Cheon Cho),SK,P,우언우타,광주남초-무등중-순천상고,,90 태평양 2차 5라운드,1990년 ~ 2009년
10159,존슨 (Mike Johnson),SK,P,우투우타,-,,03 KIA 자유선발,2003년 ~ 2009년
10160,지훈 (Hun Ji),SK,P,우언우타,가동초-잠신중-공주고,,04 SK 2차 3라운드 19순위,2004년 ~ 2010년
10161,채병용 (Byung-Yong Chae),SK,P,우투우타,군산초-신월중-신일고,,01 SK 2차 6라운드 34순위,2002년 ~ 2019년
10162,최원재 (Won-Jae Choi),KT,P,우언우타,대성초-중앙중-중앙고-성균관대,,10 SK 9라운드 72순위,2010년 ~ 2017년
10163,카도쿠라 (Ken Kadokura),삼성,P,우투우타,-,,09 SK 자유선발,2009년 ~ 2011년
10164,김진수 (Jin-Soo Kim),두산,C,우투우타,양정초-개성중-경남고-세한대,,98 롯데 고졸우선 지명 2,1998년 ~ 2009년
10165,양의지 (Eui-Ji Yang),두산,C,우투우타,송정동초-무등중-진흥고,https://statiz.sporki.com/data/baseball/player/2023/10165.png,06 두산 2차 8라운드 59순위,2006년 ~ 2024년
10166,용덕한 (Deok-Han Yong),NC,C,우투우타,서초-대구수창초-대구중-상원고-동아대,,04 두산 2차 8라운드 54순위,2004년 ~ 2016년
10167,윤도경 (Do-Gyeong Yoon),KT,C,우투우타,도봉-광주수창초-광주동성중-광주동성고,,08 두산 2차 6라운드 44순위,2000년 ~ 2015년
10168,이성열 (Sung-Yeol Lee),한화,DH,우투좌타,순천북초-순천이수중-효천고,https://statiz.sporki.com/data/baseball/player/2023/10168.png,03 LG 2차 1라운드 3순위,2004년 ~ 2021년
10169,최승환 (Seung-Hwan Choi),한화,C,우투우타,둔촌초-배재중-배재고-연세대,,96 LG 고졸우선 지명 3,2000년 ~ 2013년
10170,최재훈 (Jae-Hun Choi),한화,C,우투우타,화곡초-덕수중-덕수고-방송통신대,https://statiz.sporki.com/data/baseball/player/2023/10170.png,08 두산 육성선수,2008년 ~ 2024년
10171,고영민 (Yeong-Min Ko),두산,2B,우투우타,도신초-영남중-성남고,,02 두산 2차 1라운드 9순위,2002년 ~ 2016년
10172,국해성 (Hae-Seong Kuk),롯데,RF,우투양타,중앙초-동인천중-인천고,,08 두산 육성선수,2008년 ~ 2023년
10173,김동주 (Dong-Joo Kim),두산,3B,우투우타,중대초-배명중-배명고-고려대,,98 OB 1차,1998년 ~ 2014년
10174,김재호 (Jae-Ho Kim),두산,SS,우투우타,남정초-중앙중-중앙고,https://statiz.sporki.com/data/baseball/player/2023/10174.png,04 두산 1차,2004년 ~ 2024년
10175,박종섭 (Jong-Seop Park),KIA,SS,,둔촌초-배명중-배명고-한양대,,02 두산 2차 2라운드,2008년 ~ 2011년
10176,배상현 (Sang-Hyun Bae),두산,3B,,-,,신인지명 :,2000년 ~ 2016년
10177,손시헌 (Si-Heon Son),NC,SS,우투우타,화곡초-선린중-선린고-동의대,,03 두산 육성선수,2003년 ~ 2019년
10178,오재원 (Jae-Won Oh),두산,2B,우투좌타,서울학동초-경원중-야탑고-경희대,,03 두산 2차 9라운드 72순위,2007년 ~ 2022년
10179,이두환 (Doo-Hwan Lee),KIA,DH,우투우타,수유초-서울이수중-장충고,,07 두산 2차 2라운드 10순위,2007년 ~ 2012년
10180,이원석 (Won-Seok Lee),키움,3B,우투우타,광주학강초-광주동성중-광주동성고,https://statiz.sporki.com/data/baseball/player/2023/10180.png,05 롯데 2차 2라운드 9순위,2005년 ~ 2024년
10181,이정민 (Jeong-Min Lee ),두산,IF,우투우타,춘천고,,07 두산 2차 5라운드 39순위,2007년 ~ 2009년
10182,최주환 (Joo-Hwan Choi),키움,3B,우투좌타,광주학강초-광주동성중-광주동성고,https://statiz.sporki.com/data/baseball/player/2023/10182.png,06 두산 2차 6라운드 46순위,2006년 ~ 2024년
10183,최준석 (Jun-Seok Choi),NC,DH,우투우타,칠성초-포철중-포철공고-영남사이버대,,01 롯데 2차 6라운드 49순위,2002년 ~ 2018년
10184,허경민 (Kyeong-Min Heo),두산,3B,우투우타,송정동초-충장중-광주제일고,https://statiz.sporki.com/data/baseball/player/2023/10184.png,09 두산 2차 1라운드 7순위,2009년 ~ 2024년
10185,김준호 (Jun-Ho Kim ),두산,OF,,남부민초-대동중-경남고,,10 두산 5라운드 39순위,2010년 ~ 2013년
10186,김진형 (Jin-Hyeong Kim),NC,1B,우투우타,신봉초-선린중-선린고,,09 두산 2차 7라운드 54순위,2014년 ~ 2019년
10187,김현수 (Hyun-Soo Kim),LG,LF,우투좌타,쌍문초-신일중-신일고,https://statiz.sporki.com/data/baseball/player/2023/10187.png,06 두산 육성선수,2006년 ~ 2024년
10188,민병헌 (Byeong-Heon Min),롯데,RF,우투우타,화곡초-잠신중-덕수정보고,,06 두산 2차 2라운드 14순위,2006년 ~ 2021년
10189,박건우 (Geon-Woo Park),NC,RF,우투우타,역삼초-서울이수중-서울고,https://statiz.sporki.com/data/baseball/player/2023/10189.png,09 두산 2차 2라운드 10순위,2009년 ~ 2024년
10190,왓슨 (Matthew Kyle Watson),두산,RF,우투좌타,-,,09 두산 자유선발,2009년 ~ 2009년
10191,유재웅 (Jae-Woong Yu),SK,RF,우투좌타,길동초-건대부중-휘문고-건국대,,98 OB 고졸우선 지명 1,2002년 ~ 2012년
10192,이종욱 (Jong-Wook Lee),NC,CF,좌투좌타,면목초-홍은중-선린고-영남대,,99 현대 2차 2라운드 16순위,2006년 ~ 2018년
10193,임재철 (Jae-Chul Lim),롯데,RF,우투우타,남산초-천안북중-북일고-경성대,,99 롯데 2차 3라운드 17순위,1999년 ~ 2015년
10194,전상렬 (Sangr-Yul  Jeon),두산,LF,좌투좌타,칠성초-대구상고,,91 삼성 고졸연고 지명 7,1991년 ~ 2009년
10195,정수빈 (Soo-Bin Jeong),두산,CF,좌투좌타,신곡초-수원북중-유신고,https://statiz.sporki.com/data/baseball/player/2023/10195.png,09 두산 2차 5라운드 39순위,2009년 ~ 2024년
10196,고창성 (Chang-Seong Ko),KT,P,우언우타,봉천초-홍은중-선린고-경성대,,08 두산 2차 2라운드 13순위,2008년 ~ 2018년
10197,김명제 (Myeong-Jae Kim),두산,P,우투우타,서울학동초-휘문중-휘문고,,05 두산 1차,2005년 ~ 2010년
10198,김태영 (Tae-Yeoung Kim),KIA,P,우투우타,관산초-중앙중-부천고-한라대,,01 두산 2차 1라운드 8순위,2001년 ~ 2015년
10199,김상훈 (Sang-hoon Kim),넥센,P,우투우타,율하초-경운중-경북고,,10 두산 4라운드 26순위,2010년 ~ 2018년
10200,김선우 (Sun-Woo Kim),LG,P,우투우타,내발산초-신월중-휘문고-고려대,,96 OB 2차 우선,2008년 ~ 2015년
10201,김성배 (Sung-Bae Kim),두산,P,우언우타,장안초-배명중-배명고-건국대,,99 OB 2차 8라운드 61순위,2003년 ~ 2017년
10202,김승회 (Seung-Hoi Kim),두산,P,우투우타,역삼초-배명중-배명고-탐라대,,03 두산 2차 5라운드 40순위,2003년 ~ 2020년
10203,노경은 (Kyeong-Eun Noh),SSG,P,우투우타,화곡초-성남중-성남고,https://statiz.sporki.com/data/baseball/player/2023/10203.png,03 두산 1차,2003년 ~ 2024년
10204,니코스키 (Christopher John Nitkowski),넥센,P,좌투좌타,-,,09 SK 자유선발,2009년 ~ 2010년
10205,박민석 (Min-Seok Park),NC,P,우언우타,일산-이수초-영동중-장충고,,08 두산 2차 7라운드 51순위,2008년 ~ 2017년
10206,박정배 (Jung-Bae Park),SK,P,우투우타,공주중동초-공주중-공주고-한양대,,05 두산 2차 6라운드 41순위,2005년 ~ 2020년
10207,서동환 (Dong-Hwan Seo),삼성,P,우투우타,초량초-개성중-신일고,,05 두산 2차 1라운드 2순위,2005년 ~ 2019년
10208,성영훈 (Yeong-Hun Seong),두산,P,우투우타,구암초-덕수중-덕수고,,09 두산 1차,2009년 ~ 2018년
10209,세데뇨 (Juan Cedeño),두산,P,좌투좌타,-,,09 두산 자유선발,2009년 ~ 2009년
10210,오현택 (Hyun-Taek Oh),롯데,P,우언우타,이수초-서울이수중-장충고-원광대,,08 두산 육성선수,2008년 ~ 2021년
10211,왈론드 (Leslie Dale Walrond),두산,P,좌투좌타,-,,05 LG 자유선발,2005년 ~ 2010년
10212,원용묵 (Yong-Muk Won),SK,P,좌투좌타,강남초-성남중-청원고-세한대,,05 두산 육성선수,2006년 ~ 2016년
10213,유희관 (Hee-Gwan Yoo),두산,P,좌투좌타,방배초-서울이수중-장충고-중앙대,,09 두산 2차 6라운드 42순위,2009년 ~ 2021년
10214,윤요한 (Yo-han Yoon),두산,P,우투우타,수진초-대치중-휘문고,,08 두산 2차 5라운드 36순위,2009년 ~ 2009년
10215,이석만 (Seok-Man Lee),두산,P,,순천이수중-효천고-원광대,,03 롯데 신고선수,2003년 ~ 2009년
10216,이승학 (Seung-Hak Lee),두산,P,우투우타,하단초-경남중-부산공고-단국대,,07 두산 해외진출선수 특별지명,2007년 ~ 2009년
10217,이용찬 (Yong-Chan Lee),NC,P,우투우타,신원초-양천중-장충고,https://statiz.sporki.com/data/baseball/player/2023/10217.png,07 두산 1차 1순위,2007년 ~ 2024년
10218,이원재 (Won-Jae Lee),두산,P,우투우타,청원초-중앙중-중앙고,,07 두산 2차 1라운드 7순위,2007년 ~ 2023년
10219,이재우 (Jae-Woo Lee),한화,P,우투우타,고명초-건대부중-휘문고-탐라대,,98 OB 2차 11라운드 84순위,2001년 ~ 2017년
10220,이재학 (Jae-Hak Lee),NC,P,우언우타,옥산초-경복중-대구고,https://statiz.sporki.com/data/baseball/player/2023/10220.png,10 두산 2라운드 10순위,2010년 ~ 2024년
10221,이현승 (Hyun-Seung Lee),두산,P,좌투좌타,서화초-대헌중-동산고-인하대,,02 현대 2차 3라운드 26순위,2002년 ~ 2022년
10222,임태훈 (Tae-Hun Lim),두산,P,우투우타,역삼초-서울이수중-서울고,,07 두산 1차,2007년 ~ 2015년
10223,장민익 (Min-Ik Jang),SK,P,좌투좌타,순천북초-서울이수중-효천고,,10 두산 1라운드 7순위,2010년 ~ 2019년
10224,정대현 (Dae-Hyeon Jeong),키움,P,좌투좌타,서림초-청원중-성남고,,10 두산 3라운드 23순위,2010년 ~ 2020년
10225,정재훈 (Jae-Hoon Jung),두산,P,우투우타,역삼초-휘문중-휘문고-성균관대,,99 OB 2차 5라운드 37순위,2003년 ~ 2016년
10226,조규수 (Gyu-Soo Jo),두산,P,우투우타,남산초-천안북중-북일고,,00 한화 1차,2000년 ~ 2016년
10227,조승수 (Seung-Soo Jo),두산,P,우투우타,부평싱싱-도곡초-휘문중-휘문고,,09 두산 2차 3라운드 23순위,2009년 ~ 2017년
10228,지승민 (Seung-Min Ji),두산,P,좌투좌타,군산남초-온양중-북일고-한양대,,97 한화 고졸우선 지명 3,2001년 ~ 2016년
10229,진야곱 (Ya-Gob Jin),두산,P,좌투좌타,서호초-영남중-성남고-방송통신대,,08 두산 1차,2008년 ~ 2016년
10230,홍상삼 (Sang-Sam Hong),KIA,P,우투좌타,영일초-충암중-충암고,,08 두산 2차 3라운드 20순위,2008년 ~ 2022년
10231,히메네스 (Kelvin Rogelio Jimenez),두산,P,우투우타,-,,10 두산 자유선발,2010년 ~ 2011년
10232,강민호 (Min-Ho Kang),삼성,C,우투우타,제주신광초-포철중-포철공고-국제디지털대,https://statiz.sporki.com/data/baseball/player/2023/10232.png,04 롯데 2차 3라운드 17순위,2004년 ~ 2024년
10233,변용선 (Yong-Sun Byun),롯데,C,우투좌타,인헌초-선린중-선린고-중앙대,,10 롯데 5라운드 38순위,2010년 ~ 2013년
10234,이동훈 (Dong-Hoon Lee),롯데,C,우투우타,홍은중-한서고-동의대,,05 롯데 2차 7라운드 47순위,2005년 ~ 2012년
10235,장성우 (Sung-Woo Jang),KT,C,우투우타,감천초-경남중-경남고-영남사이버대,https://statiz.sporki.com/data/baseball/player/2023/10235.png,08 롯데 1차,2009년 ~ 2024년
10237,권영준 (Young-Jun Kwon),롯데,3B,좌투좌타,사직중-부산고-고려대,,09 롯데 2차 6라운드 47순위,2009년 ~ 2013년
10238,김민성 (Min-Sung Kim),롯데,3B,우투우타,고명초-잠신중-덕수정보고-영남사이버대,https://statiz.sporki.com/data/baseball/player/2023/10238.png,07 롯데 2차 2라운드 13순위,2007년 ~ 2024년
10239,김주찬 (Joo-Chan Kim),KIA,LF,우투우타,충암초-충암중-충암고,,00 삼성 2차 1라운드 5순위,2000년 ~ 2021년
10240,문규현 (Kyu-Hyun Moon),롯데,SS,우투우타,군산초-군산남중-군산상고,,02 롯데 2차 10라운드 78순위,2002년 ~ 2019년
10241,박기혁 (Ki-Hyeok Park),KT,SS,우투우타,대구수창초-성광중-상원고,,00 롯데 2차 2라운드 15순위,2013년 ~ 2018년
10242,박준서 (Jun-Seo Park),롯데,2B,우투양타,효덕초-광주동성중-광주동성고-세한대,,01 SK 2차 3라운드 19순위,2001년 ~ 2015년
10243,박종윤 (Jong-Yoon Park),롯데,1B,좌투좌타,구영초-제일중-포철공고,,01 롯데 2차 4라운드 33순위,2002년 ~ 2017년
10245,박진환 (Jin-Hwan Park),롯데,2B,우투우타,양정초-개성중-경남고-동아대,,00 롯데 2차 5라운드 39순위,2004년 ~ 2012년
10246,박현승 (Hyun-Seung Park),롯데,3B,우투우타,대연초-대천중-경남고-동아대,,95 롯데 2차 1라운드 4순위,1995년 ~ 2009년
10247,손용석 (Yong-Seok Son),롯데,3B,우투우타,사직초-부산동래마린스-부산중-부산고,,06 롯데 1차,2006년 ~ 2017년
10248,양종민 (Jong-Min Yang),LG,3B,우투우타,사당초-강남중-덕수고-영남사이버대,,09 롯데 2차 2라운드 15순위,2009년 ~ 2020년
10249,오태곤 (Tae-Gon Oh),SSG,SS,우투우타,쌍문초-신월중-청원고,https://statiz.sporki.com/data/baseball/player/2023/10249.png,10 롯데 3라운드 22순위,2010년 ~ 2024년
10250,오장훈 (Jang-Hun Oh),두산,1B,우투우타,영일초-영남중-성남고-홍익대,,08 롯데 육성선수,2007년 ~ 2015년
10251,이대호 (Dae-Ho Lee),롯데,1B,우투우타,수영초-대동중-경남고,,01 롯데 2차 1라운드 4순위,2001년 ~ 2022년
10252,정보명 (Bo-Myung Jung),롯데,DH,우투우타,순천이수중-효천고-동의대,,03 롯데 신고선수,2003년 ~ 2013년
10253,정훈 (Hoon Jung),롯데,2B,우투우타,양덕초-마산동중-용마고,https://statiz.sporki.com/data/baseball/player/2023/10253.png,06 현대 육성선수,2010년 ~ 2024년
10254,조성환 (Sung-Hwan Cho),롯데,2B,우투우타,백운초-충암중-충암고-원광대,,99 롯데 2차 8라운드 57순위,1999년 ~ 2014년
10255,추경식 (Kyeong-Sik Choo),SK,2B,우투좌타,금평초-전라중-전주고-성균관대,,02 롯데 2차 9라운드 70순위,2006년 ~ 2010년
10256,홍성흔 (Seong-Heun Hong),두산,C,우투우타,공릉초-중앙중-중앙고-경희대,,99 OB 1차,1999년 ~ 2016년
10257,황진수 (Jin-Soo Hwang),롯데,3B,우투좌타,석천초-대헌중-공주고,,07 롯데 2차 6라운드 45순위,2008년 ~ 2019년
10258,가르시아 (Gustavo Karim García Aguayo),한화,RF,좌투좌타,-,,08 롯데 자유선발,2008년 ~ 2011년
10259,박정준 (Jeong-Jun Park),NC,LF,좌투좌타,양덕초-경남중-경남고,,03 롯데 1차,2003년 ~ 2016년
10260,서정호 (Jung-Ho Seo),롯데,OF,우투우타,개성중-경남고-한양대,,00 롯데 2차 3라운드 23순위,2004년 ~ 2009년
10261,손아섭 (Ah-Sub Son),NC,RF,우투좌타,양정초-개성중-부산고,https://statiz.sporki.com/data/baseball/player/2023/10261.png,07 롯데 2차 4라운드 29순위,2007년 ~ 2024년
10263,이인구 (In-Koo Lee),롯데,CF,좌투좌타,동부-잠신중-배재고-동아대,,03 롯데 2차 8라운드 57순위,2000년 ~ 2013년
10264,정수근 (Soo-Keun Jung),롯데,CF,좌투좌타,성동초-건대부중-덕수고-세한대,,95 OB 고졸연고 지명 2,1995년 ~ 2009년
10265,최만호 (Man-Ho Choi),롯데,CF,우투우타,충남중-대전고-단국대,,97 현대 2차 1라운드 8순위,1997년 ~ 2009년
10266,전준우 (Jun-Woo Jeon),롯데,CF,우투우타,흥무초-경주중-경주고-건국대,https://statiz.sporki.com/data/baseball/player/2023/10266.png,08 롯데 2차 2라운드 15순위,2008년 ~ 2024년
10267,황동채 (Dong-Chae Hwang),롯데,LF,우투우타,중앙초-개성중-부산고-성균관대,,06 롯데 2차 6라운드 41순위,2006년 ~ 2015년
10268,강승현 (Seung-Hyun Kang),한화,P,우투좌타,사당초-경원중-서울고-단국대,,08 롯데 2차 3라운드 18순위,2013년 ~ 2018년
10269,강영식 (Young-Sik Kang),롯데,P,좌투좌타,칠성초-경복중-상원고,,00 해태 2차 2라운드 10순위,2000년 ~ 2017년
10270,김근호 (Keun-Ho Kim),한화,P,우투우타,온양온천초-충남중-대전고,,10 롯데 4라운드 27순위,2010년 ~ 2017년
10271,김대우 (Dae-Woo Kim),롯데,P,우투좌타,광주대성초-무등중-광주제일고,,03 롯데 2차 1라운드 1순위,2008년 ~ 2022년
10272,김사율 (Sa-Yul Kim),KT,P,우투우타,감천초-대신중-부경고,,99 롯데 2차 1라운드 1순위,1999년 ~ 2018년
10273,김수화 (Soo-Hwa Kim),넥센,P,우투우타,순천북초-순천이수중-효천고-영남사이버대,,04 롯데 2차 1라운드 1순위,2000년 ~ 2016년
10274,김유신 (Yu-Shin Kim),롯데,P,좌투좌타,감천초-경남중-경남고-영남사이버대,,06 롯데 2차 5라운드 33순위,2006년 ~ 2012년
10275,김이슬 (Yi-Sul Kim),두산,P,좌투좌타,순천북초-순천이수중-효천고-경희대,,03 롯데 2차 7라운드 49순위,2007년 ~ 2012년
10276,김일엽 (Il-Yeop Kim),한화,P,우투우타,옥산초-경운중-경북고-단국대,,07 롯데 신고선수,2007년 ~ 2013년
10277,김장현 (Jang-Hyun Kim),롯데,P,우투우타,신일고-연세대,,97 롯데 2차 9라운드 69순위,2001년 ~ 2009년
10278,김휘곤 (Hwi-Gon Kim),롯데,P,우투우타,인헌초-선린중-서울고,,03 롯데 2차 2라운드 9순위,2003년 ~ 2008년
10279,나승현 (Seung-Hyun Na),롯데,P,우언우타,송정동초-충장중-광주제일고-영남사이버대,,06 롯데 2차 1라운드 1순위,2006년 ~ 2015년
10280,민경수 (Gyung-Soo Min),롯데,P,우언우타,대전신흥초-충남중-대전고-동아대,,09 롯데 2차 4라운드 31순위,2009년 ~ 2010년
10281,배장호 (Jang-Ho Bae),롯데,P,우언우타,수원신곡초-수원북중-유신고-영남사이버대,,06 롯데 2차 4라운드 25순위,2006년 ~ 2020년
10282,사도스키 (Ryan Keith Sadowski),롯데,P,우투우타,-,,10 롯데 자유선발,2010년 ~ 2012년
10283,서성민 (Sung-Min Seo),롯데,P,우투우타,대해초-포항중-구미전자공고-영남사이버대,,09 롯데 2차 5라운드 34순위,2009년 ~ 2010년
10284,손민한 (Min-Han Son),NC,P,우투우타,대연초-대천중-부산고-고려대,,97 롯데 1차,1997년 ~ 2016년
10285,송승준 (Seung-Jun Song),롯데,P,우투우타,하단초-경남중-경남고,,07 롯데 해외진출선수 특별지명,2007년 ~ 2021년
10287,애킨스 (Jonathan Scott Adkins),롯데,P,우투좌타,-,,09 롯데 자유선발,2009년 ~ 2009년
10288,양성제 (Seong-Jae Yang),롯데,P,우언우타,대신초-부산고-동의대,,03 롯데 2차 3라운드 17순위,2003년 ~ 2009년
10289,오수호 (Soo-Ho Oh),SK,P,우투우타,부산중앙초-대천중-부산고,,09 롯데 1차,2009년 ~ 2017년
10290,이명우 (Myung-Woo Lee),롯데,P,좌투좌타,연동초-개성중-부산공고,,02 롯데 2차 2라운드 14순위,2002년 ~ 2018년
10291,이용훈 (Yong-Hoon Lee),롯데,P,우투우타,동삼초-경남중-부산공고-경성대,,96 삼성 2차 5라운드 17순위,2000년 ~ 2014년
10292,이웅한 (Woong-Han Lee),롯데,P,우투좌타,합덕초-천안북중-공주고,,07 롯데 2차 1라운드 4순위,2007년 ~ 2015년
10293,이재곤 (Jae-Gon Lee),KT,P,우언우타,사직초-사직중-경남고,,07 롯데 1차 2순위,2007년 ~ 2023년
10294,이정동 (Jung-Dong Lee),롯데,P,우투우타,충암초-충암중-덕수정보고-영남사이버대,,04 롯데 2차 5라운드 33순위,2004년 ~ 2011년
10295,이정민 (Jung-Min Lee),롯데,P,우투우타,동삼초-경남중-경남고-동아대,,02 롯데 1차,2002년 ~ 2018년
10296,이정훈 (Jung-Hoon Lee),넥센,P,우투우타,하단초-경남중-동래고,,96 롯데 2차우선,1996년 ~ 2016년
10297,이현준 (Hyun-Jun Lee),롯데,P,좌투좌타,대일초-매송중-야탑고,,10 롯데 2라운드 11순위,2010년 ~ 2015년
10298,임경완 (Gyeong-Wahn Lim),롯데,P,우언우타,하단초-경남중-경남고-인하대,,98 롯데 1차,1998년 ~ 2015년
10299,장원준 (Won-Jun Jang),두산,P,좌투좌타,수영초-대동중-부산고-영남사이버대,https://statiz.sporki.com/data/baseball/player/2023/10299.png,04 롯데 1차,2004년 ~ 2023년
10300,조정훈 (Jung-Hoon Cho),롯데,P,우투우타,양덕초-마산중-용마고-영남사이버대,,05 롯데 2차 1라운드 1순위,2005년 ~ 2019년
10301,진명호 (Myeong-Ho Jin),롯데,P,우투좌타,진북초-전라중-효천고,,09 롯데 2차 1라운드 2순위,2009년 ~ 2022년
10302,최대성 (Dae-Sung Choi),두산,P,우투우타,동삼초-부산중-부산고,,04 롯데 2차 2라운드 9순위,2004년 ~ 2019년
10303,최혁권 (Hyuk-Kwon Choi),롯데,P,좌투좌타,남정초-홍은중-경동고-영남사이버대,,05 롯데 2차 3라운드 17순위,2005년 ~ 2012년
10304,하준호 (Jun-Ho Ha),KT,P,좌투좌타,하단초-대동중-경남고,https://statiz.sporki.com/data/baseball/player/2023/10304.png,08 롯데 2차 1라운드 2순위,2008년 ~ 2024년
10305,허준혁 (Jun-Hyeok Huh),두산,P,좌투좌타,백마초-홍은중-휘문고-영남사이버대,,09 롯데 2차 3라운드 18순위,2009년 ~ 2019년
10306,허준혁 (Jun-Hyuk Heo),롯데,P,우투우타,김해삼성초-김해내동중-용마고,,04 롯데 2차 6라운드 41순위,2004년 ~ 2015년
10307,홍재영 (Hong Jae-young),롯데,P,우투좌타,하단초-경남중-경남고,,10 롯데 1라운드 6순위,2010년 ~ 2014년
10308,황성웅 (Hwang Sung-woong),롯데,P,우언좌타,미성초-성남중-성남고-홍익대,,10 롯데 6라운드 43순위,2010년 ~ 2011년
10309,김동욱 (Dong-Wook Kim),KT,C,우투우타,신광초-경복중-대구고,,07 삼성 1차 1순위,2007년 ~ 2018년
10310,심광호 (Gwang-Ho Sim),LG,C,우투우타,남산초-천안북중-북일고-목원대,,96 한화 고졸우선 지명 1,1997년 ~ 2012년
10311,이정식 (Jung-Sik Lee),삼성,C,우투우타,중대초-자양중-장충고-경성대,https://statiz.sporki.com/data/baseball/player/2023/10311.png,04 삼성 2차 2라운드 16순위,2004년 ~ 2016년
10312,이지영 (Ji-Young Lee),SSG,C,우투우타,서화초-신흥중-제물포고-경성대,https://statiz.sporki.com/data/baseball/player/2023/10312.png,08 삼성 육성선수,2008년 ~ 2024년
10313,정민우 (Min-Woo Jung),삼성,C,우투좌타,수영초-부산중-개성고,,10 삼성 3라운드 21순위,2000년 ~ 2015년
10314,진갑용 (Kab-Yong Jin),삼성,C,우투우타,하단초-초량중-부산고-고려대,,97 OB 2차 1라운드 1순위,1997년 ~ 2015년
10315,채상병 (Sang-Byung Chae),삼성,C,우투우타,효제초-홍은중-휘문고-연세대,https://statiz.sporki.com/data/baseball/player/2023/10315.png,98 한화 2차 5라운드 34순위,2002년 ~ 2014년
10316,최천수 (Cheon-Soo Choi),삼성,C,우투우타,관산초-성남중-성남고-대구사이버대,,09 삼성 2차 8라운드 57순위,2009년 ~ 2010년
10317,현재윤 (Jae-Yoon Hyun),LG,C,우투우타,수유초-신일중-신일고-성균관대,,98 삼성 2차 4라운드 29순위,2002년 ~ 2014년
10318,김주현 (Ju-Hyeon Kim),삼성,2B,우투좌타,사직중-경남고-한양대,,08 삼성 2차 5라운드 40순위,2000년 ~ 2016년
10319,강명구 (Myung-Gu Kang),삼성,2B,우투좌타,광주중앙초-진흥중-진흥고-탐라대,https://statiz.sporki.com/data/baseball/player/2023/10319.png,03 삼성 2차 1라운드 7순위,2003년 ~ 2014년
10320,김상수 (Sang-Su Kim),KT,SS,우투우타,옥산초-경복중-경북고-대구사이버대,https://statiz.sporki.com/data/baseball/player/2023/10320.png,09 삼성 1차,2013년 ~ 2024년
